station;sample_date;NH4;as;ca;cl;doc;f;hard_tot;k;alk;cu;cond;mg;mn;na;ni;no3_n;o2;o2_sat;n_tot;so4;wa_temp;zn;ph;latitude;longitude;type;constr_year;bedrock_geology;surface_elev_masl;wl_elev_masl
F_0784;2006-06-20;;;;62.9;0.77;0.25;19.2;;224.9982;;791.0;;;;;4.78;6.3;64.5;4.6;82.3;16.4;;7.38;47.55165754783291;7.587430478681743;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;262.28;256.24
F_0784;2016-04-18;;1.9;99.9;58.3;0.69;0.185;17.0;4.7;237.4981;1.1;744.0;13.1;53.0;30.0;1.3;4.53;10.0;101.0;5.1;55.5;16.8;;7.56;47.55165754783291;7.587430478681743;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;262.28;256.24
F_0784;2021-06-07;;2.6;112.0;57.0;0.69;0.186;;5.5;235.71239999999997;4.5;769.0;17.0;;28.0;9.1;3.52;7.36;76.9;3.9;72.8;16.2;;7.36;47.55165754783291;7.587430478681743;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;262.28;256.24
F_0785;1996-11-13;;;103.0;37.4;0.7;0.18;19.3;4.3;269.6407;;729.0;14.6;;23.7;;7.4;7.3;79.3;;68.2;19.3;;8.15;47.5522683728766;7.58801671656008;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;259.97;255.81
F_0785;2001-06-28;;;;42.2;0.6;0.148;18.5;;260.7122;;798.0;;;;;8.63;8.05;93.0;;75.1;19.1;;7.42;47.5522683728766;7.58801671656008;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;259.97;255.81
F_0785;2006-06-20;;;;37.4;0.75;0.393;14.9;;199.99839999999998;;620.0;;;;;4.84;8.46;91.9;4.7;52.4;19.3;;7.46;47.5522683728766;7.58801671656008;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;259.97;255.81
F_0785;2016-04-18;;2.3;77.2;31.8;0.38;0.167;13.6;3.9;196.427;1.0;593.0;10.5;14.0;19.0;1.2;3.16;7.92;87.3;3.5;44.6;18.7;;7.59;47.5522683728766;7.58801671656008;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;259.97;255.81
F_0785;2016-08-18;;2.2;68.6;26.7;0.56;0.161;12.6;3.9;189.2842;;566.0;9.9;3.2;19.0;0.54;2.91;7.77;87.7;2.9;40.1;19.6;;7.5;47.5522683728766;7.58801671656008;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;259.97;255.81
F_0785;2021-06-07;;3.36;242.0;50.8;0.53;0.131;;4.0;235.71239999999997;2.3;734.0;23.0;;29.0;6.8;5.31;9.12;99.9;6.0;56.9;18.7;;7.23;47.5522683728766;7.58801671656008;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;259.97;255.81
F_0795;1993-10-11;;;98.8;52.7;0.6;;19.4;3.2;194.6413;;680.0;19.8;;31.6;;7.16;8.5;81.0;;117.0;13.3;33.0;7.0;47.589556899851736;7.651688955620735;;;;;
F_0795;1994-02-28;;;96.4;47.5;0.6;0.21;18.0;4.2;196.427;;694.0;18.7;;30.4;;6.65;8.4;81.0;;100.0;13.5;2.8;6.97;47.589556899851736;7.651688955620735;;;;;
F_0795;1994-04-26;;;92.6;46.0;0.5;;18.4;2.17;194.6413;;751.0;18.2;;30.0;;6.5;8.3;78.5;;101.0;12.8;4.3;7.1;47.589556899851736;7.651688955620735;;;;;
F_0795;1994-07-25;;;108.0;43.9;0.7;0.18;19.0;3.4;201.7841;;749.0;16.9;;31.5;;5.85;8.2;78.0;;99.9;12.9;4.7;6.95;47.589556899851736;7.651688955620735;;;;;
F_0795;1994-10-24;;;107.0;48.2;1.3;0.26;18.5;3.7;199.99839999999998;;743.0;22.6;;31.7;;6.95;8.1;78.0;;98.5;13.5;6.8;7.01;47.589556899851736;7.651688955620735;;;;;
F_0795;1995-03-07;;;106.0;48.1;0.6;0.134;19.2;3.66;199.99839999999998;;676.0;20.8;;31.0;;8.05;8.2;78.3;;113.0;13.2;9.3;6.95;47.589556899851736;7.651688955620735;;;;;
F_0795;1995-05-09;;;112.0;50.7;0.5;0.18;19.5;3.8;216.06969999999998;;793.0;21.4;;33.6;;8.1;8.4;79.8;;105.0;13.0;6.4;6.95;47.589556899851736;7.651688955620735;;;;;
F_0795;1995-07-04;;;107.0;48.9;0.6;0.26;20.4;3.1;221.4268;;801.0;20.1;;31.1;;8.15;8.1;81.3;;101.0;15.5;3.7;7.01;47.589556899851736;7.651688955620735;;;;;
F_0795;1995-11-07;;;105.0;51.3;0.7;0.25;20.2;3.2;217.85539999999997;;795.0;22.8;;28.5;;8.1;8.1;77.9;;108.0;13.5;6.1;6.89;47.589556899851736;7.651688955620735;;;;;
F_0795;1996-03-05;;;96.1;48.3;0.5;0.18;20.6;3.6;212.4983;;773.0;20.3;;30.0;;7.14;7.6;73.5;;100.0;13.8;7.1;7.14;47.589556899851736;7.651688955620735;;;;;
F_0795;1996-05-07;;;97.8;33.2;0.5;0.161;20.6;4.2;214.284;;775.0;21.2;;30.0;;6.34;8.1;78.3;;99.8;13.8;6.7;7.14;47.589556899851736;7.651688955620735;;;;;
F_0795;1996-09-10;;;99.0;61.2;0.6;0.16;20.5;3.7;219.6411;;828.0;21.1;;46.1;;7.88;8.1;78.7;;132.0;14.0;5.2;7.07;47.589556899851736;7.651688955620735;;;;;
F_0795;1996-11-05;;;95.9;55.5;0.4;0.179;20.0;3.8;219.6411;;747.0;20.6;;30.0;;7.73;8.7;84.5;;128.0;14.0;16.9;7.32;47.589556899851736;7.651688955620735;;;;;
F_0795;1997-02-11;;;93.3;47.1;0.5;0.2;19.1;3.4;212.4983;;762.0;20.8;;26.3;;6.75;8.1;78.7;;114.0;14.0;8.6;6.97;47.589556899851736;7.651688955620735;;;;;
F_0795;1997-05-06;;;90.5;45.2;0.2;0.23;18.9;3.8;216.06969999999998;;725.0;19.9;;28.3;;6.59;7.7;74.2;;109.0;13.6;23.2;6.94;47.589556899851736;7.651688955620735;;;;;
F_0795;1997-09-02;;;93.1;49.1;0.3;0.093;19.2;4.0;214.284;;790.0;19.9;;49.9;;7.31;7.8;77.0;;122.0;14.8;23.7;6.97;47.589556899851736;7.651688955620735;;;;;
F_0795;1997-11-04;;;91.2;55.6;0.5;0.075;19.3;3.5;208.9269;;780.0;21.8;;35.9;;7.19;8.2;80.2;;123.0;14.3;24.4;7.03;47.589556899851736;7.651688955620735;;;;;
F_0795;1998-03-25;;;93.4;54.3;0.3;0.091;19.7;3.2;212.4983;;772.0;20.2;;28.9;;7.06;7.9;77.3;;120.0;14.3;5.6;6.9;47.589556899851736;7.651688955620735;;;;;
F_0795;1998-05-12;;;92.7;63.4;0.7;0.08;18.8;4.1;216.06969999999998;;813.0;20.1;;35.7;;7.6;8.0;77.0;;121.0;13.6;29.9;6.9;47.589556899851736;7.651688955620735;;;;;
F_0795;1998-07-07;;;92.6;53.3;0.5;0.074;18.9;3.4;205.3555;;779.0;19.7;;28.7;;7.65;7.6;74.2;;131.0;14.2;11.3;7.13;47.589556899851736;7.651688955620735;;;;;
F_0795;1998-09-08;;;92.4;52.0;0.4;0.113;18.9;3.1;199.99839999999998;;777.0;20.0;;25.7;;6.99;7.9;76.9;;120.0;14.1;11.9;7.04;47.589556899851736;7.651688955620735;;;;;
F_0795;1998-11-03;;;103.0;52.8;0.7;0.094;18.7;2.4;201.7841;;752.0;22.7;;26.2;;6.91;7.6;74.2;;120.0;14.2;35.6;6.98;47.589556899851736;7.651688955620735;;;;;
F_0795;1999-03-23;;;;72.7;0.4;0.075;20.3;;208.9269;;807.0;;;;;8.32;8.0;79.0;;131.0;14.7;28.1;7.05;47.589556899851736;7.651688955620735;;;;;
F_0795;1999-05-05;;;;59.0;0.6;0.285;;;;;758.0;;;;;6.67;7.9;75.0;;125.0;13.0;;7.0;47.589556899851736;7.651688955620735;;;;;
F_0795;1999-07-07;;;99.3;51.0;0.6;0.269;19.8;3.6;214.284;;803.0;20.6;;32.3;;6.68;6.6;64.0;;106.0;14.0;32.9;6.97;47.589556899851736;7.651688955620735;;;;;
F_0795;1999-09-07;;;80.4;55.6;0.5;0.244;18.8;3.4;201.7841;;804.0;20.6;;30.7;;6.89;6.5;63.1;;109.0;14.0;5.4;7.03;47.589556899851736;7.651688955620735;;;;;
F_0795;1999-11-02;;;96.0;53.6;0.3;0.225;20.4;3.0;214.284;;799.0;21.1;;30.1;;6.97;7.4;70.0;;110.0;13.9;7.0;7.04;47.589556899851736;7.651688955620735;;;;;
F_0795;2000-05-09;;;97.4;54.8;0.4;0.069;19.9;3.4;207.1412;;767.0;21.0;;31.7;;7.04;7.9;75.5;;106.0;13.2;2.7;6.99;47.589556899851736;7.651688955620735;;;;;
F_0795;2000-09-18;;;88.0;52.7;0.3;0.053;19.5;3.4;207.1412;;798.0;18.4;;42.6;;8.1;8.3;81.0;;114.0;14.3;14.4;6.98;47.589556899851736;7.651688955620735;;;;;
F_0795;2001-04-04;;;96.2;63.3;0.4;0.089;21.0;3.0;214.284;;845.0;20.1;;32.0;;7.74;8.18;79.0;;106.0;13.9;8.6;7.06;47.589556899851736;7.651688955620735;;;;;
F_0795;2001-09-04;;;101.0;46.0;0.4;0.213;18.9;3.3;214.284;;774.0;20.1;;29.3;;6.82;7.96;77.0;;91.5;13.6;15.1;7.0;47.589556899851736;7.651688955620735;;;;;
F_0795;2002-04-17;;;101.0;60.1;0.3;0.388;19.7;3.2;217.85539999999997;;802.0;20.5;;29.7;;6.59;7.7;70.0;;95.6;11.3;4.7;7.08;47.589556899851736;7.651688955620735;;;;;
F_0795;2002-10-29;;;108.0;48.3;0.3;0.19;19.5;3.5;223.21249999999998;;893.0;22.4;;32.1;;5.81;7.99;76.9;;108.0;13.6;2.3;7.0;47.589556899851736;7.651688955620735;;;;;
F_0795;2003-05-19;;;98.3;44.1;0.65;0.222;18.5;3.6;214.284;;767.0;19.9;;32.6;;5.99;8.07;78.0;6.1;92.7;13.5;2.9;6.99;47.589556899851736;7.651688955620735;;;;;
F_0795;2003-11-05;;;102.0;47.4;;0.223;19.1;3.64;216.06969999999998;;797.0;20.9;;32.5;;5.45;8.17;79.0;5.8;103.0;13.9;1.8;7.09;47.589556899851736;7.651688955620735;;;;;
F_0795;2004-05-04;;;106.0;44.5;0.34;0.211;19.2;3.84;226.7839;;821.0;21.8;;32.9;;5.1;9.75;94.6;;106.0;13.9;6.1;6.94;47.589556899851736;7.651688955620735;;;;;
F_0795;2004-11-08;;;101.0;44.7;0.49;0.088;19.2;3.64;219.6411;;700.0;21.1;;33.7;;5.55;11.4;108.0;;101.0;13.7;1.4;7.7;47.589556899851736;7.651688955620735;;;;;
F_0795;2005-05-18;;;99.9;54.1;0.38;0.145;18.7;3.35;210.7126;;797.0;20.3;;33.5;;5.17;8.6;85.3;;97.9;13.7;1.7;6.93;47.589556899851736;7.651688955620735;;;;;
F_0795;2005-08-16;;;100.0;49.4;0.35;0.254;18.9;3.29;216.06969999999998;;793.0;20.8;;33.9;;5.26;8.1;81.3;;103.0;13.8;3.9;6.91;47.589556899851736;7.651688955620735;;;;;
F_0795;2006-02-06;;;104.0;53.2;0.39;0.19;19.9;3.34;216.06969999999998;;815.0;21.2;;33.1;;5.3;8.3;82.9;4.9;114.0;14.3;1.7;7.06;47.589556899851736;7.651688955620735;;;;;
F_0795;2006-09-05;;;103.0;55.9;0.42;0.228;19.6;3.39;219.6411;;817.0;21.0;;33.2;;5.76;8.5;86.0;5.4;106.0;14.1;1.9;7.07;47.589556899851736;7.651688955620735;;;;;
F_0795;2007-05-29;;;107.0;64.6;0.37;0.216;20.4;3.56;217.85539999999997;;868.0;21.8;;33.9;;5.62;8.5;85.5;6.0;93.6;14.6;4.2;7.07;47.589556899851736;7.651688955620735;;;;;
F_0795;2007-08-09;;;111.0;66.7;0.49;0.216;20.8;3.66;226.7839;;864.0;22.7;;33.5;;6.54;8.2;83.2;6.2;108.0;14.5;;7.07;47.589556899851736;7.651688955620735;;;;;
F_0795;2008-05-27;;;94.3;55.6;0.31;0.213;17.9;3.39;205.3555;;754.0;18.8;;30.9;;5.01;8.3;84.5;4.6;87.0;13.8;1.3;7.01;47.589556899851736;7.651688955620735;;;;;
F_0795;2008-08-06;;3.4;96.5;51.3;0.3;0.221;17.8;3.6;208.9269;0.51;732.0;20.1;4.3;29.9;0.78;4.94;8.2;83.3;4.8;86.4;14.7;;6.95;47.589556899851736;7.651688955620735;;;;;
F_0795;2009-05-25;;3.3;96.0;55.7;0.39;0.218;18.0;3.2;208.9269;;749.0;20.0;;30.0;0.58;5.06;7.7;80.2;5.0;88.6;14.3;;7.11;47.589556899851736;7.651688955620735;;;;;
F_0795;2009-11-23;;;94.0;54.6;0.35;0.231;17.9;3.3;205.3555;;752.0;19.0;;28.0;;4.84;8.0;82.0;4.5;93.0;15.0;;6.91;47.589556899851736;7.651688955620735;;;;;
F_0795;2016-04-25;;3.3;105.0;76.2;0.32;0.22;19.1;3.4;232.141;;869.0;19.7;;36.0;;4.57;8.22;84.0;5.0;98.0;14.5;;7.03;47.589556899851736;7.651688955620735;;;;;
F_0795;2016-11-15;;;;71.3;0.54;0.224;18.9;;235.71239999999997;;835.0;;;;;5.3;7.93;79.9;5.2;91.9;15.1;;6.86;47.589556899851736;7.651688955620735;;;;;
F_0795;2017-05-03;;2.9;107.0;81.9;0.5;0.199;19.0;3.2;235.71239999999997;;897.0;19.0;;37.0;;4.73;8.31;83.6;4.6;95.4;14.3;;6.77;47.589556899851736;7.651688955620735;;;;;
F_0795;2017-11-14;;;;76.6;0.52;0.245;18.1;;224.9982;;864.0;;;;;4.44;7.94;80.3;4.4;98.5;15.0;;7.0;47.589556899851736;7.651688955620735;;;;;
F_0795;2018-05-29;;3.4;88.0;70.4;0.59;0.234;18.3;3.7;242.8552;;840.0;24.4;;42.0;;4.52;8.04;81.0;5.4;87.4;14.3;;7.0;47.589556899851736;7.651688955620735;;;;;
F_0795;2018-10-24;;;;71.5;0.45;0.227;18.0;;219.6411;;848.0;;;;;4.49;7.86;79.8;4.6;96.7;15.2;;6.84;47.589556899851736;7.651688955620735;;;;;
F_0795;2019-05-22;;3.2;105.0;68.4;0.55;0.235;19.2;3.3;314.2832;;859.0;21.7;;36.4;0.66;4.23;8.03;81.3;4.5;101.0;14.7;;6.94;47.589556899851736;7.651688955620735;;;;;
F_0795;2019-10-30;;;;69.5;0.53;0.255;18.3;;226.7839;;844.0;;;;;4.34;7.96;81.2;4.2;102.0;15.3;;6.96;47.589556899851736;7.651688955620735;;;;;
F_0795;2020-05-05;;3.65;74.3;36.3;0.5;0.135;16.2;3.8;221.4268;;824.0;22.2;;45.0;;3.56;8.08;82.3;4.7;55.8;14.8;;6.97;47.589556899851736;7.651688955620735;;;;;
F_0795;2020-11-04;;;;66.0;;0.252;;;;;805.0;;;;;4.01;8.02;81.6;;96.4;15.4;;6.09;47.589556899851736;7.651688955620735;;;;;
F_0795;2021-04-27;;3.1;90.3;64.6;0.5;0.245;;3.4;208.9269;;814.0;18.8;;41.0;;4.16;8.06;83.3;5.1;99.1;15.0;;6.92;47.589556899851736;7.651688955620735;;;;;
F_0795;2021-11-02;;;;69.4;0.41;0.22;;;;;882.0;;;;;5.12;7.74;80.5;5.6;96.9;15.2;;6.88;47.589556899851736;7.651688955620735;;;;;
F_0795;2022-05-17;0.017;3.4;97.6;68.8;0.39;0.231;18.6;3.52;217.85539999999997;0.52;857.0;21.4;;46.2;0.54;4.41;8.05;81.6;4.7;97.8;14.8;;6.99;47.589556899851736;7.651688955620735;;;;;
F_0795;2022-10-31;;;;68.7;0.43;0.235;;;;;840.0;;;;;4.3;7.69;79.8;5.3;105.0;15.9;;6.97;47.589556899851736;7.651688955620735;;;;;
F_0799;1996-08-21;;;124.0;27.5;1.2;0.076;25.0;1.0;346.4258;;784.0;21.4;;11.0;;9.49;4.7;46.2;;70.4;14.5;;7.07;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2001-06-27;;;;23.5;1.1;0.09;25.5;;348.2115;;873.0;;;;;10.9;6.16;81.0;;54.7;14.5;;6.91;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2006-09-05;;;139.0;24.6;0.74;0.116;24.7;0.9;351.7829;;847.0;21.9;;12.9;;7.48;5.9;58.6;7.1;52.5;13.1;1650.0;6.84;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2007-05-29;;;137.0;27.1;0.85;0.116;24.4;0.92;349.9972;;839.0;22.1;;13.0;;5.88;5.7;56.5;6.3;49.8;13.4;1370.0;7.13;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2007-08-09;;;135.0;59.1;1.2;0.107;22.8;2.8;348.2115;;862.0;16.2;;22.4;;2.74;7.6;77.8;2.7;21.9;14.2;;7.06;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2008-05-27;;;130.0;24.9;0.49;0.116;23.5;1.04;344.6401;;808.0;20.5;;13.2;;5.04;5.2;52.4;5.0;51.2;13.4;2350.0;7.02;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2008-08-06;;5.7;137.0;24.7;0.47;0.115;23.7;1.0;342.8544;3.8;809.0;22.6;89.0;14.0;6.9;5.36;4.8;50.5;5.2;50.6;15.5;;6.81;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2009-05-25;;6.3;130.0;25.5;0.69;0.119;22.9;1.0;337.49729999999994;2.6;782.0;22.0;74.0;14.0;4.3;6.31;4.9;51.6;6.1;50.5;15.0;;7.01;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2009-11-23;;;137.0;25.6;0.46;0.131;23.1;94.0;337.49729999999994;;786.0;22.0;;13.0;;4.95;4.8;47.2;4.6;52.5;13.1;;6.8;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2016-04-25;;2.5;126.0;22.5;0.65;0.111;21.8;1.4;355.35429999999997;0.64;773.0;15.0;7.5;16.0;1.0;4.36;9.15;91.5;4.8;31.0;13.2;;7.03;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2016-11-14;;;;31.6;0.94;0.117;22.5;;348.2115;;786.0;;;;;4.24;5.24;50.7;4.4;47.4;13.2;;6.83;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2017-05-04;;2.0;124.0;28.2;0.6;0.122;22.3;0.78;358.9257;;833.0;19.0;9.7;13.0;1.2;3.88;6.31;61.9;3.9;44.7;13.9;;6.81;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2017-11-14;;;;31.4;0.67;0.124;22.4;;385.7112;;833.0;;;;;3.56;6.73;66.1;3.6;47.7;13.5;;7.05;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2018-05-29;;2.6;114.0;32.8;0.77;0.134;22.0;1.1;344.6401;0.58;817.0;27.5;15.0;19.0;2.1;3.79;6.61;671.0;4.7;44.1;14.5;;7.04;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2018-10-23;;;;31.9;0.6;0.122;22.2;;344.6401;;831.0;;;;;3.54;6.3;61.6;3.7;51.5;13.8;;6.94;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2019-05-21;;2.1;119.0;27.1;0.67;0.122;22.8;0.84;364.28279999999995;0.58;819.0;21.0;17.0;12.4;15.0;3.51;6.89;69.5;3.9;50.8;14.0;;6.98;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2019-10-29;;;;29.1;0.61;0.147;22.6;;337.49729999999994;;808.0;;;;;3.45;6.48;64.3;3.5;52.6;13.7;;6.92;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2020-05-05;;3.78;121.0;65.8;0.62;0.224;23.4;1.1;339.283;0.75;835.0;25.8;25.0;14.0;1.9;4.57;6.11;60.5;3.7;95.8;13.4;;7.05;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2020-11-03;;;;37.6;;0.132;;;;;845.0;;;;;2.93;7.57;74.2;;60.1;14.0;;6.99;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2021-04-28;;1.95;125.0;34.7;0.58;0.139;;0.86;339.283;;828.0;21.0;;13.0;1.75;3.63;7.33;79.7;4.2;55.7;19.5;;6.8;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2021-11-02;;;;27.4;0.56;0.128;;;;;822.0;;;;;4.09;7.36;74.1;4.3;47.2;13.6;;7.02;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2022-05-17;0.016;3.6;132.0;30.6;0.62;0.161;23.7;0.93;353.5686;1.5;828.0;22.2;32.5;13.7;2.8;3.56;6.39;66.3;3.9;47.0;15.8;;6.96;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0799;2022-10-31;;;;32.6;0.54;0.113;;;;;834.0;;;;;3.49;5.98;59.2;4.4;52.2;13.9;;6.85;47.58920454361265;7.655335075337354;Bohrungen verrohrt (ø < 200mm);1982.0;Cyrenenmergel;285.08;275.36
F_0801;2000-05-09;;;132.0;27.2;0.5;0.094;26.1;1.4;369.63989999999995;;861.0;22.8;;12.8;;7.07;7.7;73.5;;59.8;13.2;46.0;6.99;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2000-09-18;;;98.8;27.1;0.3;0.083;25.4;1.5;369.63989999999995;;889.0;22.1;;11.6;;9.0;8.5;81.2;;59.3;13.2;84.0;7.02;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2001-04-04;;;135.0;29.0;0.3;0.111;26.0;1.3;357.14;;883.0;21.3;;11.9;;7.18;8.24;79.0;;64.1;13.2;145.0;6.94;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2001-09-04;;;144.0;26.1;0.3;0.101;26.6;1.5;367.8542;;883.0;21.5;;13.7;;6.66;8.23;79.0;;59.8;13.5;111.0;7.04;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2002-04-17;;;171.0;27.5;0.3;0.138;25.9;1.6;374.99699999999996;;876.0;22.8;;12.6;;7.38;8.2;77.0;;68.7;12.5;50.4;7.12;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2002-10-29;;;172.0;26.9;0.4;0.103;24.7;1.6;392.854;;985.0;25.2;;12.7;;6.42;8.35;78.8;;55.6;12.7;42.4;7.07;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2003-05-19;;;155.0;28.3;0.83;0.156;26.4;1.79;373.21129999999994;;903.0;23.5;;12.8;;6.72;8.49;81.0;6.6;55.1;13.3;8.0;7.06;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2003-11-05;;;149.0;28.6;;0.136;26.4;1.69;373.21129999999994;;909.0;22.4;;12.6;;6.38;8.74;83.0;6.8;56.3;12.7;21.3;7.14;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2004-05-05;;;150.0;28.3;0.39;0.137;26.5;2.1;374.99699999999996;;909.0;23.6;;12.8;;6.06;8.76;81.9;;55.9;12.4;4.3;7.13;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2004-11-08;;;151.0;27.9;0.54;;26.4;1.71;369.63989999999995;;794.0;23.6;;13.3;;6.57;12.3;116.0;;56.8;13.2;7.4;7.19;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2005-05-18;;;149.0;29.7;0.46;0.08;26.2;1.63;371.4256;;909.0;23.4;;13.0;;6.23;8.9;86.8;;57.0;13.1;9.8;7.08;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2005-08-16;;;147.0;28.5;0.48;0.165;26.3;1.53;374.99699999999996;;902.0;23.2;;13.3;;6.39;8.4;83.5;;56.6;13.0;9.4;6.89;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2006-02-06;;;150.0;30.1;0.43;0.11;26.4;1.49;371.4256;;903.0;23.3;;12.8;;6.74;8.9;85.3;6.2;59.8;12.7;12.0;7.02;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2006-09-07;;;152.0;29.6;0.46;0.117;26.5;1.49;376.78270000000003;;906.0;23.6;;13.5;;6.48;8.4;84.4;6.2;60.3;13.4;9.3;6.99;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2007-05-29;;;146.0;30.2;0.39;0.129;26.5;1.54;369.63989999999995;;907.0;23.2;;13.1;;5.89;9.1;91.0;6.4;58.7;13.0;6.0;7.37;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2007-08-08;;;149.0;31.0;0.51;0.122;26.2;1.51;371.4256;;905.0;23.3;;13.3;;6.92;8.8;89.1;6.2;62.8;13.2;;7.17;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
F_0801;2008-05-26;;;148.0;29.9;0.36;0.126;26.3;1.6;374.99699999999996;;900.0;22.6;;12.9;;6.1;8.3;86.9;5.5;59.6;13.9;1.6;6.8;47.57989425786064;7.648440336745981;Bohrungen verrohrt (ø < 200mm);1981.0;Cyrenenmergel;281.09;264.95
