station;sample_date;NH4;as;ca;cl;doc;f;hard_tot;k;alk;cu;cond;mg;mn;na;ni;no3_n;o2;o2_sat;n_tot;so4;wa_temp;zn;ph;latitude;longitude;type;constr_year;bedrock_geology;surface_elev_masl;wl_elev_masl
F_0432;1994-02-28;;;38.8;10.8;0.7;0.21;7.0;2.5;104.64202;;299.0;6.2;;14.3;;3.7;7.9;77.0;;26.0;14.1;3.5;6.92;47.59577855303679;7.650238000585896;;;;;
F_0432;1994-04-26;;;33.6;10.4;0.7;0.046;6.22;1.5;93.03497;;285.0;5.1;;12.8;;3.22;7.7;;;21.6;;9.0;7.01;47.59577855303679;7.650238000585896;;;;;
F_0432;1994-07-26;;;53.5;10.2;0.6;0.18;7.83;1.8;134.46321;;300.0;6.4;;13.6;;2.81;8.1;;;20.9;;14.7;7.25;47.59577855303679;7.650238000585896;;;;;
F_0432;1994-10-25;;;43.0;12.4;0.5;0.22;7.5;2.2;110.35625999999999;;351.0;6.8;;13.8;;3.18;7.5;71.3;;27.6;13.0;1.3;7.3;47.59577855303679;7.650238000585896;;;;;
F_0432;1995-03-07;;;39.7;10.2;0.7;0.154;6.84;2.37;98.03493;;378.0;6.7;;14.0;;4.0;6.9;64.5;;25.7;12.3;3.3;7.09;47.59577855303679;7.650238000585896;;;;;
F_0432;1995-05-09;;;48.8;11.9;0.6;0.2;7.48;2.1;102.49918;;331.0;7.5;;15.0;;3.66;7.5;71.3;;28.6;13.0;6.0;6.91;47.59577855303679;7.650238000585896;;;;;
F_0432;1995-07-04;;;39.0;12.7;1.1;0.36;7.46;2.3;106.60628999999999;;305.0;6.6;;12.3;;3.68;6.3;61.9;;30.6;14.5;1.8;6.91;47.59577855303679;7.650238000585896;;;;;
F_0432;1995-11-07;;;42.7;13.0;0.8;0.31;8.0;2.0;115.35622;;332.0;7.6;;13.4;;3.3;6.0;57.4;;31.4;13.3;4.6;6.67;47.59577855303679;7.650238000585896;;;;;
F_0432;1996-03-05;;;42.4;11.6;0.6;0.25;7.56;2.0;105.71343999999999;;306.0;6.6;;13.6;;3.42;6.9;64.5;;28.5;12.3;8.1;7.23;47.59577855303679;7.650238000585896;;;;;
F_0432;1996-05-07;;;41.7;11.6;0.7;0.205;7.87;2.2;111.07054;;339.0;7.3;;14.0;;3.77;7.2;68.6;;32.0;13.1;1.7;7.12;47.59577855303679;7.650238000585896;;;;;
F_0432;1996-09-10;;;39.4;14.4;0.7;0.2;7.94;1.9;109.82055;;336.0;6.5;;12.4;;3.31;6.6;64.0;;29.3;13.9;2.0;6.91;47.59577855303679;7.650238000585896;;;;;
F_0432;1996-11-05;;;44.3;14.8;0.6;0.203;8.25;1.9;117.14191999999998;;314.0;7.6;;14.5;;3.57;5.9;56.2;;33.6;13.1;13.2;6.91;47.59577855303679;7.650238000585896;;;;;
F_0432;1997-02-11;;;38.9;12.9;0.7;0.22;7.34;1.8;109.10627;;318.0;6.7;;13.5;;3.53;7.1;66.7;;27.4;12.5;5.4;6.88;47.59577855303679;7.650238000585896;;;;;
F_0432;1997-05-06;;;36.4;13.5;0.3;0.09;7.64;2.1;107.67771;;321.0;7.0;;13.0;;3.45;7.0;66.7;;37.7;13.1;5.2;6.82;47.59577855303679;7.650238000585896;;;;;
F_0432;1997-09-02;;;40.4;14.1;0.5;0.2;7.67;2.0;107.49913999999998;;333.0;6.9;;12.3;;3.61;6.1;60.0;;29.6;14.2;5.4;6.86;47.59577855303679;7.650238000585896;;;;;
F_0432;1997-11-04;;;42.0;15.0;0.5;0.191;8.71;2.4;116.78478;;350.0;8.0;;15.5;;3.81;6.1;57.8;;35.0;12.9;5.9;7.07;47.59577855303679;7.650238000585896;;;;;
F_0432;1998-03-25;;;41.3;14.9;0.5;0.166;7.78;1.7;110.7134;;345.0;7.1;;12.3;;4.1;6.7;64.4;;34.2;13.5;3.6;6.92;47.59577855303679;7.650238000585896;;;;;
F_0432;1998-05-12;;;43.8;16.6;0.5;0.16;8.5;2.0;120.17761;;361.0;7.9;;13.5;;4.89;6.8;65.0;;40.9;13.2;13.0;7.03;47.59577855303679;7.650238000585896;;;;;
F_0432;1998-07-07;;;40.5;15.4;0.6;0.145;8.05;1.8;111.78482;;368.0;7.4;;13.3;;4.17;6.7;65.6;;35.8;14.3;4.2;7.2;47.59577855303679;7.650238000585896;;;;;
F_0432;1998-09-08;;;42.1;14.9;0.4;0.216;8.1;1.5;110.7134;;365.0;7.6;;10.9;;3.68;6.0;57.5;;35.2;13.4;4.3;6.88;47.59577855303679;7.650238000585896;;;;;
F_0432;1998-11-03;;;48.6;14.5;0.7;0.219;8.4;1.4;116.0705;;337.0;8.0;;10.4;;3.59;6.0;57.1;;32.7;13.1;4.0;7.14;47.59577855303679;7.650238000585896;;;;;
F_0432;1999-03-23;;;;18.6;0.6;0.226;9.0;;114.2848;;378.0;;;;;4.64;6.5;62.0;;44.6;13.1;6.6;7.0;47.59577855303679;7.650238000585896;;;;;
F_0432;1999-05-05;;;;20.4;0.4;0.225;;;;;364.0;;;;;4.83;7.3;69.0;;43.3;12.6;;7.0;47.59577855303679;7.650238000585896;;;;;
F_0432;1999-07-07;;;49.3;18.3;0.5;0.198;9.2;2.6;112.4991;;394.0;8.5;;15.0;;4.42;6.3;60.0;;39.8;13.2;6.3;6.89;47.59577855303679;7.650238000585896;;;;;
F_0432;1999-09-07;;;40.9;19.0;0.6;0.134;9.1;2.2;121.4276;;389.0;8.6;;14.2;;3.5;5.6;53.8;;40.9;13.5;4.5;6.82;47.59577855303679;7.650238000585896;;;;;
F_0432;1999-11-02;;;47.4;18.8;0.6;0.117;10.2;1.7;124.999;;415.0;8.7;;14.6;;3.71;6.1;60.0;;39.4;13.8;9.9;6.89;47.59577855303679;7.650238000585896;;;;;
F_0432;2000-05-09;;;50.3;19.5;0.6;;10.4;2.2;124.999;;440.0;9.9;;14.4;;4.44;6.8;64.9;;47.4;13.2;8.4;7.01;47.59577855303679;7.650238000585896;;;;;
F_0432;2000-09-18;;;51.3;15.9;0.4;0.148;9.75;2.1;124.999;;400.0;9.0;;13.2;;4.0;6.6;63.7;;38.0;13.6;3.6;6.94;47.59577855303679;7.650238000585896;;;;;
F_0432;2001-04-04;;;52.0;17.7;0.6;0.144;11.0;1.8;124.999;;430.0;8.9;;13.2;;4.13;6.81;65.0;;50.4;13.2;4.6;7.2;47.59577855303679;7.650238000585896;;;;;
F_0432;2001-09-04;;;61.0;18.0;0.4;0.197;10.9;2.2;135.7132;;442.0;9.6;;15.6;;3.82;6.6;64.0;;45.5;13.8;2.8;6.9;47.59577855303679;7.650238000585896;;;;;
F_0432;2002-04-17;;;47.3;13.4;0.4;0.224;8.5;1.8;114.2848;;363.0;7.6;;13.3;;2.91;7.53;72.0;;36.8;13.5;4.4;7.06;47.59577855303679;7.650238000585896;;;;;
F_0432;2002-10-29;;;50.8;12.7;0.6;0.178;9.0;2.0;128.5704;;412.0;8.2;;12.5;;2.92;5.56;51.5;;30.5;12.9;2.7;6.89;47.59577855303679;7.650238000585896;;;;;
F_0432;2003-05-19;;;61.5;19.6;0.69;0.238;11.3;2.25;141.78458;;462.0;10.2;;16.3;;3.94;7.52;72.0;3.9;49.0;13.3;2.1;6.93;47.59577855303679;7.650238000585896;;;;;
F_0432;2003-11-05;;;54.4;16.2;;0.226;9.74;2.14;133.9275;;406.0;9.1;;14.3;;2.83;9.13;86.0;3.1;39.2;12.7;1.1;6.95;47.59577855303679;7.650238000585896;;;;;
F_0432;2004-05-04;;;41.7;12.9;0.42;0.181;7.53;1.97;105.17773;;325.0;6.8;;11.6;;2.89;11.0;104.0;;26.3;12.6;;6.91;47.59577855303679;7.650238000585896;;;;;
F_0432;2004-11-08;;;44.9;12.8;0.51;0.166;8.06;1.93;113.57052;;300.0;7.4;;12.5;;2.77;10.5;99.1;;26.5;12.5;;7.95;47.59577855303679;7.650238000585896;;;;;
F_0432;2005-05-18;;;47.7;19.0;0.5;0.238;8.66;2.6;112.85624;;374.0;8.0;;13.3;;3.44;9.1;89.1;;32.8;13.1;1.2;6.84;47.59577855303679;7.650238000585896;;;;;
F_0432;2005-08-16;;;49.9;19.3;0.44;0.337;9.2;2.02;123.03473;;389.0;8.5;;13.5;;3.34;7.4;73.7;;33.7;13.4;2.4;6.76;47.59577855303679;7.650238000585896;;;;;
F_0432;2006-02-06;;;51.1;19.2;0.37;0.185;9.33;2.02;126.07041999999998;;390.0;8.5;;13.9;;3.2;10.3;97.0;3.0;37.2;12.2;1.8;7.06;47.59577855303679;7.650238000585896;;;;;
F_0432;2006-09-05;;;58.7;26.8;0.51;0.202;10.8;2.25;135.89177;;455.0;9.9;;15.8;;4.02;8.0;81.9;3.8;43.9;14.6;10.0;7.03;47.59577855303679;7.650238000585896;;;;;
F_0432;2007-05-31;;;59.7;27.5;0.47;0.232;11.0;2.34;133.57036;;471.0;10.1;;16.7;;3.61;7.2;74.9;4.0;45.4;13.9;4.8;7.16;47.59577855303679;7.650238000585896;;;;;
F_0432;2007-08-09;;;58.5;23.2;0.75;0.226;10.7;2.37;148.74881;;438.0;9.6;;14.7;;3.39;8.2;83.4;3.4;38.3;14.4;;6.92;47.59577855303679;7.650238000585896;;;;;
F_0432;2008-05-27;;;57.0;21.2;0.41;0.221;10.4;2.34;141.60601;;436.0;9.0;;15.5;;3.55;7.8;77.5;3.3;39.9;13.3;3.2;6.97;47.59577855303679;7.650238000585896;;;;;
F_0432;2008-08-06;;1.7;63.0;20.7;0.38;0.227;10.9;2.6;148.57024;0.8;450.0;10.6;4.2;16.7;0.52;3.46;6.8;68.1;3.3;41.2;14.2;;6.82;47.59577855303679;7.650238000585896;;;;;
F_0432;2009-05-25;;3.8;61.0;23.7;0.47;0.231;10.9;2.3;154.28448;0.99;452.0;10.0;68.0;16.0;0.6;3.68;7.3;74.7;3.6;40.2;13.9;;7.15;47.59577855303679;7.650238000585896;;;;;
F_0432;2009-11-23;;;62.0;21.2;0.44;0.247;11.3;2.3;156.78446;;453.0;10.0;;15.0;;3.03;7.0;69.9;2.8;39.2;14.5;;6.88;47.59577855303679;7.650238000585896;;;;;
F_0432;2010-05-18;;3.3;57.0;25.0;0.43;0.232;10.1;2.3;139.82031;2.7;426.0;9.3;120.0;15.0;0.77;3.17;7.3;71.4;3.2;35.4;13.6;;6.96;47.59577855303679;7.650238000585896;;;;;
F_0432;2010-11-09;;;65.5;27.5;0.43;0.214;11.0;2.5;152.49877999999998;;470.0;11.0;;17.0;;3.18;7.2;74.2;3.3;42.9;13.6;;7.04;47.59577855303679;7.650238000585896;;;;;
F_0432;2011-05-17;;10.0;65.0;31.3;0.5;0.24;11.6;2.5;180.35569999999998;1.9;500.0;11.0;193.0;17.0;5.5;3.6;8.5;84.8;3.6;45.4;15.2;;7.2;47.59577855303679;7.650238000585896;;;;;
F_0432;2011-11-08;;;;26.7;0.43;0.233;10.7;;150.89164999999997;;460.0;;;;;2.42;1.96;19.1;2.3;38.2;13.7;;7.33;47.59577855303679;7.650238000585896;;;;;
F_0432;2012-05-07;;2.2;;25.5;0.37;0.18;9.7;;142.67743;1.1;433.0;;385.0;;1.4;3.0;6.28;62.3;2.9;33.9;13.8;;6.99;47.59577855303679;7.650238000585896;;;;;
F_0432;2012-11-05;;4.4;66.0;28.2;0.42;0.211;11.1;2.49;158.9273;6.0;477.0;10.7;1370.0;17.4;7.7;2.69;6.4;63.8;2.9;38.8;13.3;;7.13;47.59577855303679;7.650238000585896;;;;;
F_0432;2013-05-13;;2.1;66.4;34.5;0.51;0.228;11.8;2.54;157.49874;0.6;497.0;11.1;95.0;18.0;0.7;3.52;7.98;72.7;3.5;44.8;13.4;;7.14;47.59577855303679;7.650238000585896;;;;;
F_0432;2013-11-05;;;67.7;32.8;0.54;0.216;11.9;2.51;162.32012999999998;;525.0;11.0;;17.3;;3.22;7.05;71.4;2.9;42.2;13.8;;7.0;47.59577855303679;7.650238000585896;;;;;
F_0432;2014-05-12;;2.3;65.6;27.3;0.72;0.199;11.8;2.44;159.99872000000002;25.0;509.0;10.8;96.0;16.0;1.4;2.8;6.86;68.7;2.9;39.1;14.6;;7.0;47.59577855303679;7.650238000585896;;;;;
F_0432;2014-11-17;;;67.9;23.7;0.69;0.198;12.0;2.48;176.60573;;519.0;10.8;;17.1;;3.03;7.43;75.3;2.9;39.6;13.8;;6.97;47.59577855303679;7.650238000585896;;;;;
F_0432;2015-05-18;;2.5;63.8;26.3;0.64;0.2;10.8;2.38;158.03445;0.71;496.0;9.9;51.0;16.6;0.75;3.03;7.5;76.5;3.1;38.4;14.6;;7.11;47.59577855303679;7.650238000585896;;;;;
F_0432;2015-11-16;;3.4;64.8;25.9;0.54;0.232;11.4;2.4;169.46293;0.99;495.0;10.0;194.0;16.8;1.1;2.39;7.09;73.8;2.6;37.5;15.7;;7.17;47.59577855303679;7.650238000585896;;;;;
F_0432;2016-04-25;;1.3;58.0;23.2;0.5;0.236;10.2;2.5;149.28452;0.62;462.0;9.4;14.0;16.0;;3.1;7.66;76.1;3.3;37.7;13.2;;7.24;47.59577855303679;7.650238000585896;;;;;
F_0432;2016-11-15;;;;26.0;0.69;0.229;11.7;;174.46289;;512.0;;;;;2.93;6.91;66.2;2.9;41.2;12.5;;7.01;47.59577855303679;7.650238000585896;;;;;
F_0432;2017-05-03;;3.4;59.0;27.1;0.54;0.216;10.6;2.2;155.53447;1.6;462.0;8.6;145.0;15.0;0.92;2.79;7.89;79.9;2.9;35.5;14.5;;6.93;47.59577855303679;7.650238000585896;;;;;
F_0432;2017-11-14;;;;23.9;1.0;0.247;11.1;;168.21294;;488.0;;;;;2.91;7.74;75.8;2.9;39.6;13.6;;7.1;47.59577855303679;7.650238000585896;;;;;
F_0432;2018-05-29;;1.3;51.7;25.0;0.66;0.246;9.93;2.6;147.67738999999997;0.63;450.0;11.1;37.0;20.0;0.61;2.7;7.95;83.5;3.3;35.7;16.0;;7.15;47.59577855303679;7.650238000585896;;;;;
F_0432;2018-10-24;;;;26.3;0.6;0.237;10.8;;158.39158999999998;;479.0;;;;;2.64;8.9;88.6;2.7;40.0;15.0;;6.99;47.59577855303679;7.650238000585896;;;;;
F_0432;2019-05-21;;1.5;51.9;22.7;0.65;0.251;8.9;2.1;131.60609;0.53;409.0;8.4;24.0;14.4;2.0;2.58;8.12;81.8;2.8;31.0;14.3;;7.08;47.59577855303679;7.650238000585896;;;;;
F_0432;2019-10-29;;;;25.2;0.59;0.258;10.6;;150.35594;;465.0;;;;;2.64;6.06;60.3;2.7;39.3;13.7;;7.13;47.59577855303679;7.650238000585896;;;;;
F_0432;2020-05-05;;2.65;49.9;22.0;0.62;0.244;8.79;2.7;128.74896999999999;0.73;404.0;7.8;105.0;14.0;0.87;2.8;6.56;65.4;3.0;30.2;13.9;;7.12;47.59577855303679;7.650238000585896;;;;;
F_0432;2020-11-04;;;;23.5;;0.256;;;;;430.0;;;;;2.2;4.66;40.1;;35.3;12.9;;7.37;47.59577855303679;7.650238000585896;;;;;
F_0432;2021-04-28;;0.55;51.6;24.5;0.8;0.264;;2.4;135.35605999999999;0.67;418.0;8.3;;15.0;;2.79;7.25;82.5;3.5;32.9;16.0;;6.82;47.59577855303679;7.650238000585896;;;;;
F_0432;2021-11-02;;;;22.0;0.54;0.224;;;;;444.0;;;;;2.55;7.61;76.7;2.8;30.6;13.7;;7.04;47.59577855303679;7.650238000585896;;;;;
F_0432;2022-05-17;0.024;1.6;55.7;24.6;0.58;0.241;10.3;2.41;143.03457;0.94;442.0;9.9;116.0;16.1;1.3;2.7;8.13;95.1;2.9;39.2;19.5;;7.25;47.59577855303679;7.650238000585896;;;;;
F_0432;2022-10-31;;;;20.5;0.5;0.212;;;;;432.0;;;;;2.32;6.67;67.2;2.9;32.9;14.6;;6.92;47.59577855303679;7.650238000585896;;;;;
F_0568;1996-06-20;;;79.7;29.9;11.0;0.19;15.0;3.5;351.7829;;733.0;8.6;;49.7;;;0.1;1.04;;11.2;17.4;;7.37;47.58308233875187;7.593646101241682;Bohrungen verrohrt (kassiert);1972.0;;250.76;244.66
F_0568;2001-06-13;;;;220.0;7.0;0.196;29.9;;260.7122;;1350.0;;;;;1.54;0.36;4.0;;143.0;17.9;;7.21;47.58308233875187;7.593646101241682;Bohrungen verrohrt (kassiert);1972.0;;250.76;244.66
F_0568;2004-12-08;;;;;;;;;;;413.0;;;;;;0.26;2.7;;;;;7.88;47.58308233875187;7.593646101241682;Bohrungen verrohrt (kassiert);1972.0;;250.76;244.66
F_0568;2006-06-19;;;;35.2;1.3;0.263;12.9;;187.49849999999998;;551.0;;;;;;1.47;14.6;0.21;37.9;14.9;;7.62;47.58308233875187;7.593646101241682;Bohrungen verrohrt (kassiert);1972.0;;250.76;244.66
F_0589;2001-06-21;;;;45.6;0.7;0.27;17.1;;241.0695;;787.0;;;;;9.3;5.28;58.0;;75.0;19.7;;7.49;47.55215945816402;7.588786935740764;Bohrungen verrohrt (kassiert);;;-99.0;
F_0702;1996-06-20;;;83.0;17.0;1.2;0.53;14.9;3.9;171.4272;;574.0;6.2;;16.3;;0.08;0.7;7.16;;109.0;16.4;;7.77;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2001-06-13;;;;18.1;0.9;0.27;11.7;;141.0703;;555.0;;;;;0.85;2.52;9.8;;104.0;14.5;;7.61;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2006-06-19;;;;21.4;0.7;0.402;9.74;;138.74889;;403.0;;;;;0.76;2.77;27.5;0.82;34.5;15.0;;7.5;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2016-04-18;;1.0;65.0;22.4;0.64;0.271;10.4;2.6;152.32020999999997;0.83;476.0;6.9;39.0;15.0;;1.2;2.22;23.4;1.3;43.4;16.4;;7.55;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2018-03-20;;1.2;48.1;18.5;0.72;0.277;;2.4;;0.5;366.0;4.9;36.0;12.7;;0.51;2.3;22.8;0.68;23.7;14.3;;7.43;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2019-11-25;;1.64;;;;;;;;1.26;367.0;;;;;;1.5;16.4;;;17.5;;7.68;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2021-05-31;;1.4;47.6;26.5;0.62;0.278;;2.4;121.24902999999999;0.63;365.0;5.0;;14.0;0.54;0.56;1.82;18.5;0.57;21.9;14.3;;7.66;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0702;2022-10-26;;1.56;;;;;;;;0.56;336.0;;;;;;2.37;24.7;;;16.4;;7.76;47.57689715178272;7.591860425013848;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;250.32;244.42
F_0706;1993-10-12;;;118.0;50.5;0.8;0.96;20.3;4.0;223.21249999999998;;799.0;14.8;;36.4;;12.9;9.3;;;99.2;13.5;;7.44;47.565637919539455;7.574551509486703;Bohrungen verrohrt (ø < 200mm);1977.0;Meletta-Schichten;265.72;247.88
F_0706;1996-08-28;;;92.1;33.4;0.8;0.29;18.5;3.8;228.5696;;730.0;13.3;;27.8;;10.7;8.9;91.3;;84.4;16.5;;7.56;47.565637919539455;7.574551509486703;Bohrungen verrohrt (ø < 200mm);1977.0;Meletta-Schichten;265.72;247.88
F_0706;2001-06-21;;;;40.0;0.5;0.267;18.1;;230.3553;;761.0;;;;;10.5;9.77;102.0;;78.3;17.4;;7.58;47.565637919539455;7.574551509486703;Bohrungen verrohrt (ø < 200mm);1977.0;Meletta-Schichten;265.72;247.88
F_0706;2006-06-20;;;;41.2;0.56;0.317;16.9;;224.9982;;742.0;;;;;9.41;9.17;97.7;8.9;68.5;18.3;;7.42;47.565637919539455;7.574551509486703;Bohrungen verrohrt (ø < 200mm);1977.0;Meletta-Schichten;265.72;247.88
F_0706;2016-04-18;;0.77;106.0;61.3;0.72;0.205;17.2;3.6;226.7839;;747.0;13.0;;31.0;;5.88;9.28;98.4;6.2;55.4;17.1;;7.52;47.565637919539455;7.574551509486703;Bohrungen verrohrt (ø < 200mm);1977.0;Meletta-Schichten;265.72;247.88
F_0706;2021-06-02;;0.73;81.1;37.1;0.46;0.224;;3.1;207.1412;;635.0;11.0;;27.0;;5.48;9.24;99.6;5.9;46.6;17.7;;7.42;47.565637919539455;7.574551509486703;Bohrungen verrohrt (ø < 200mm);1977.0;Meletta-Schichten;265.72;247.88
F_0718;1994-12-28;;;;8.6;0.8;0.24;;;;;366.0;;;;;2.62;;;;22.6;;;;47.58072963551996;7.597031399729839;Bohrungen verrohrt (kassiert);1976.0;Meletta-Schichten;252.01;245.06
F_0718;1994-12-30;;;;;;;;;;;;;;;;;;;;;;;7.81;47.58072963551996;7.597031399729839;Bohrungen verrohrt (kassiert);1976.0;Meletta-Schichten;252.01;245.06
F_0718;1998-08-20;;;;;0.6;;;;;;;;;;;;;;;;;;;47.58072963551996;7.597031399729839;Bohrungen verrohrt (kassiert);1976.0;Meletta-Schichten;252.01;245.06
F_0718;2001-06-13;;;;6.6;0.6;0.189;7.9;;126.78469999999999;;312.0;;;;;1.83;5.95;59.0;;19.9;14.9;;7.8;47.58072963551996;7.597031399729839;Bohrungen verrohrt (kassiert);1976.0;Meletta-Schichten;252.01;245.06
F_0718;2006-06-19;;;;16.3;0.75;0.233;9.81;;149.10594999999998;;392.0;;;;;2.57;7.11;70.5;2.5;21.2;14.9;;7.58;47.58072963551996;7.597031399729839;Bohrungen verrohrt (kassiert);1976.0;Meletta-Schichten;252.01;245.06
F_0734;1996-08-27;;;98.4;64.8;1.4;0.433;18.2;6.2;312.4975;;912.0;13.1;;70.8;;0.1;0.7;7.3;;98.3;17.2;;7.59;47.57588308427312;7.582275887248175;Bohrungen verrohrt (ø >= 200mm);1981.0;;255.2;244.5
F_0734;2001-06-26;;;;137.0;3.5;0.3;17.6;;264.2836;;1080.0;;;;;1.11;0.67;7.3;;104.0;14.8;;7.4;47.57588308427312;7.582275887248175;Bohrungen verrohrt (ø >= 200mm);1981.0;;255.2;244.5
F_0734;2006-06-21;;;;13.1;1.4;0.32;10.9;;138.92746;;381.0;;;;;6.14;3.11;31.0;6.2;39.5;15.1;;7.71;47.57588308427312;7.582275887248175;Bohrungen verrohrt (ø >= 200mm);1981.0;;255.2;244.5
F_0734;2016-05-25;;2.7;100.0;44.0;1.6;0.364;17.1;10.7;155.17732999999998;0.75;768.0;11.0;151.0;37.0;3.6;1.81;1.82;18.9;2.1;171.0;15.8;;7.54;47.57588308427312;7.582275887248175;Bohrungen verrohrt (ø >= 200mm);1981.0;;255.2;244.5
F_0734;2016-08-19;;2.4;86.6;58.2;1.8;0.329;15.0;8.7;208.9269;0.79;737.0;11.2;101.0;43.0;3.5;1.89;1.07;11.3;1.7;84.1;15.6;;7.38;47.57588308427312;7.582275887248175;Bohrungen verrohrt (ø >= 200mm);1981.0;;255.2;244.5
F_0734;2021-06-03;;2.28;89.6;55.8;1.3;0.374;;11.0;224.9982;0.85;762.0;9.5;;41.0;2.5;0.34;0.49;4.9;0.34;87.6;16.5;;7.43;47.57588308427312;7.582275887248175;Bohrungen verrohrt (ø >= 200mm);1981.0;;255.2;244.5
F_0741;1996-08-28;;;152.0;38.2;1.5;0.202;32.5;6.4;369.63989999999995;;1110.0;26.2;;24.8;;11.1;7.6;72.0;;210.0;12.9;;7.27;47.571721309267495;7.558142538587337;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;267.09;248.45
F_0741;2001-06-21;;;;28.8;1.1;0.162;30.2;;358.9257;;1040.0;;;;;10.9;7.63;72.0;;156.0;12.8;;7.04;47.571721309267495;7.558142538587337;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;267.09;248.45
F_0741;2006-06-20;;;;38.3;1.2;0.09;29.3;;360.71139999999997;;1040.0;;;;;9.25;7.11;68.0;8.7;133.0;13.3;;6.98;47.571721309267495;7.558142538587337;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;267.09;248.45
F_0741;2016-04-18;;1.1;164.0;44.9;0.83;0.111;28.1;6.0;380.3541;;1040.0;23.5;;26.0;0.83;6.56;6.41;62.9;7.1;107.0;13.6;;7.02;47.571721309267495;7.558142538587337;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;267.09;248.45
F_0741;2016-08-16;;0.91;139.0;36.7;0.94;0.111;24.7;5.5;346.4258;;935.0;20.3;;25.0;0.66;6.58;7.19;17.7;6.3;93.3;13.3;;6.95;47.571721309267495;7.558142538587337;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;267.09;248.45
F_0741;2021-06-02;;1.1;175.0;37.7;0.89;0.115;;6.1;380.3541;0.68;1010.0;22.0;;25.0;1.98;6.57;6.62;66.0;7.1;101.0;13.9;;6.94;47.571721309267495;7.558142538587337;Bohrungen verrohrt (ø < 200mm);1976.0;Meletta-Schichten;267.09;248.45
F_0780;1993-10-14;;;108.0;18.4;1.1;0.77;18.5;5.4;187.49849999999998;;694.0;5.9;;18.6;;0.86;1.6;;;164.0;18.3;;7.75;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0780;1996-06-20;;;88.6;18.3;1.0;0.35;16.2;4.8;180.35569999999998;;567.0;6.7;;16.2;;0.99;1.3;13.6;;113.0;17.5;;7.5;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0780;2001-06-13;;;;45.9;1.8;0.29;16.7;;226.7839;;906.0;;;;;0.86;1.5;15.0;;185.0;15.0;;7.35;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0780;2006-06-19;;;;27.7;0.85;0.457;12.9;;163.03441;;528.0;;;;;1.15;2.43;24.9;1.2;63.9;16.4;;7.41;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0780;2011-06-20;;0.94;;28.5;0.74;;;;;2.0;546.0;;115.0;;1.2;0.86;4.7;50.8;;62.0;17.8;;7.56;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0780;2016-04-18;;0.74;72.8;21.8;0.62;0.302;11.6;3.3;173.03432999999998;;506.0;6.4;41.0;15.0;;1.24;2.8;28.8;1.3;43.8;16.2;;7.53;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0780;2021-05-31;;0.8;60.8;28.0;0.6;0.306;;3.2;146.42739999999998;;464.0;6.0;;18.0;;1.35;3.21;33.7;1.5;41.4;16.6;;7.47;47.577240871444715;7.589668766595034;Bohrungen verrohrt (ø < 200mm);;Tertiär;248.9;244.1
F_0784;1996-11-13;;;61.2;31.4;1.2;0.16;12.6;6.1;183.9271;;538.0;9.3;;33.3;;5.17;7.1;72.5;;50.1;16.3;;7.59;47.55165754783291;7.587430478681743;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;262.28;256.24
F_0784;2001-06-21;;;;46.7;0.8;0.176;17.7;;214.284;;732.0;;;;;8.05;6.26;64.0;;72.8;16.5;;7.52;47.55165754783291;7.587430478681743;Bohrungen verrohrt (ø < 200mm);1980.0;Meletta-Schichten;262.28;256.24
